       1132.6718   1.1498363e-14   3.5196325e-15
       1132.7018   1.4789154e-14   3.8222307e-15
       1132.7318   1.6384814e-14   3.9674479e-15
       1132.7618   1.3213980e-14   3.6783227e-15
       1132.7918   1.7526560e-14   4.0611659e-15
       1132.8218   1.1887071e-14   3.5436654e-15
       1132.8518   1.3827928e-14   3.7239508e-15
       1132.8818   1.3774026e-14   3.7200291e-15
       1132.9118   1.2878650e-14   3.6281578e-15
       1132.9418   1.4679820e-14   3.8157821e-15
       1132.9718   1.5943147e-14   3.9091056e-15
       1133.0018   1.4602301e-14   3.7950322e-15
       1133.0318   1.5543460e-14   3.8804494e-15
       1133.0618   1.1203143e-14   3.4550655e-15
       1133.0918   1.6486820e-14   3.9666194e-15
       1133.1218   9.7351199e-15   3.2922853e-15
       1133.1518   1.5096386e-14   3.8435842e-15
       1133.1818   1.2813683e-14   3.6187875e-15
       1133.2118   1.5255285e-14   3.8491102e-15
       1133.2418   2.2168817e-14   4.4099577e-15
       1133.2718   1.1299161e-14   3.4691838e-15
       1133.3018   1.2987958e-14   3.6405228e-15
       1133.3318   1.0442967e-14   3.3655539e-15
       1133.3618   1.1559655e-14   3.4917641e-15
       1133.3918   7.4723388e-15   3.0301960e-15
       1133.4218   1.2388224e-14   3.5765491e-15
       1133.4518   1.4645477e-14   3.7757779e-15
       1133.4818   1.0674074e-14   3.4047047e-15
       1133.5118   1.4770959e-14   3.7951892e-15
       1133.5418   1.5506978e-14   3.8569331e-15
       1133.5718   1.4622559e-14   3.7693353e-15
       1133.6018   1.7748159e-14   4.0390502e-15
       1133.6318   1.5732922e-14   3.8817333e-15
       1133.6618   1.4558712e-14   3.7443751e-15
       1133.6918   1.1086907e-14   3.4377974e-15
       1133.7218   1.1517978e-14   3.4674736e-15
       1133.7518   7.8043464e-15   3.0618469e-15
       1133.7818   1.2393770e-14   3.5683520e-15
       1133.8118   1.4866281e-14   3.7917568e-15
       1133.8418   9.3999015e-15   3.2537739e-15
       1133.8718   1.2895336e-14   3.5931712e-15
       1133.9018   1.1851666e-14   3.5134338e-15
       1133.9318   1.2750493e-14   3.5884122e-15
       1133.9618   1.2451498e-14   3.5513926e-15
       1133.9918   9.7385958e-15   3.2854809e-15
       1134.0218   1.1132895e-14   3.4222373e-15
       1134.0518   1.0153546e-14   3.3305950e-15
       1134.0818   8.9618866e-15   3.1736538e-15
       1134.1118   6.7072809e-15   2.9119809e-15
       1134.1418   4.6392798e-15   2.6214718e-15
       1134.1718   4.4737649e-15   2.6095510e-15
       1134.2018   7.2700868e-15   2.9821556e-15
       1134.2318   9.0113432e-15   3.1880898e-15
       1134.2618   7.4548369e-15   2.9951961e-15
       1134.2918   9.9427354e-15   3.2846609e-15
       1134.3218   1.0756317e-14   3.3827411e-15
       1134.3518   1.0387471e-14   3.3308501e-15
       1134.3818   6.3695049e-15   2.8668330e-15
       1134.4118   6.3650635e-15   2.8620640e-15
       1134.4418   5.9737841e-15   2.7855202e-15
       1134.4718   8.2989704e-15   3.0833053e-15
       1134.5018   1.2084007e-14   3.4948376e-15
       1134.5318   1.0379479e-14   3.3160666e-15
       1134.5618   1.1221408e-14   3.4034340e-15
       1134.5918   1.4502838e-14   3.7255144e-15
       1134.6218   1.2484007e-14   3.5151845e-15
       1134.6518   1.4108288e-14   3.6895404e-15
       1134.6818   1.5441154e-14   3.8047587e-15
       1134.7118   1.1602980e-14   3.4424260e-15
       1134.7418   1.5019829e-14   3.7672961e-15
       1134.7718   1.2943322e-14   3.5667917e-15
       1134.8018   1.2327036e-14   3.5116247e-15
       1134.8318   1.0223231e-14   3.2934524e-15
       1134.8618   1.2062400e-14   3.4875483e-15
       1134.8918   5.4190199e-15   2.7195785e-15
       1134.9218   6.1519814e-15   2.8199994e-15
       1134.9518   6.5464279e-15   2.8677974e-15
       1134.9818   5.7081304e-15   2.7485908e-15
       1135.0118   5.8991359e-15   2.7843888e-15
       1135.0418   4.9302151e-15   2.6385737e-15
       1135.0718   5.5150807e-15   2.7170286e-15
       1135.1018   7.8290533e-15   3.0159185e-15
       1135.1318   1.0258340e-14   3.2939031e-15
       1135.1618   1.2368979e-14   3.5003019e-15
       1135.1918   1.1817372e-14   3.4477874e-15
       1135.2218   1.5113950e-14   3.7508081e-15
       1135.2518   1.0345846e-14   3.2918551e-15
       1135.2818   1.2286270e-14   3.4913188e-15
       1135.3118   1.2985491e-14   2.5942167e-15
       1135.3418   1.1369454e-14   1.8159711e-15
       1135.3718   1.2118191e-14   1.8612765e-15
       1135.4018   1.1730628e-14   1.8368646e-15
       1135.4318   1.5389785e-14   1.9343426e-15
       1135.4618   1.3650116e-14   1.9487407e-15
