       1132.6818   8.2884913e-17   5.4097381e-16
       1132.7118   8.7868236e-16   7.0644272e-16
       1132.7418   7.5076743e-17   5.3794255e-16
       1132.7718   5.5511898e-16   6.4326586e-16
       1132.8018   9.0691964e-17   5.3924466e-16
       1132.8318   2.5397114e-16   5.7764804e-16
       1132.8618   5.5717179e-16   6.4209286e-16
       1132.8918   7.4489701e-16   6.8121698e-16
       1132.9218   5.5529567e-16   6.4737679e-16
       1132.9518   5.8554978e-16   6.5354528e-16
       1132.9818   8.5617168e-16   7.0221944e-16
       1133.0118   6.9478897e-16   6.7112583e-16
       1133.0418   4.4427934e-16   6.2043443e-16
       1133.0718   1.3543704e-15   7.7969162e-16
       1133.1018   2.5655580e-16   5.8081070e-16
       1133.1318   1.2298830e-15   7.5809094e-16
       1133.1618   3.2215963e-16   5.8728898e-16
       1133.1918   7.1363730e-16   6.7721538e-16
       1133.2218   1.1861847e-15   7.5532994e-16
       1133.2518   4.0626737e-16   6.1552553e-16
       1133.2818   5.6107271e-16   6.4350078e-16
       1133.3118   4.7273949e-16   6.2125424e-16
       1133.3418   1.2503038e-15   7.5818477e-16
       1133.3718   7.3849926e-16   6.6961350e-16
       1133.4018   7.4377261e-16   6.6745386e-16
       1133.4318   5.3410484e-16   6.3331025e-16
       1133.4618   2.1022742e-16   5.6555873e-16
       1133.4918   1.4971263e-15   7.9441116e-16
       1133.5218   1.1262518e-15   7.3193338e-16
       1133.5518   1.3937063e-15   7.7739958e-16
       1133.5818   6.8278250e-16   6.6636955e-16
       1133.6118   3.3819788e-16   5.8753683e-16
       1133.6418   5.4527554e-16   6.3777364e-16
       1133.6718   7.1477917e-16   6.7035742e-16
       1133.7018   8.0299770e-16   6.8421044e-16
       1133.7318   9.2969745e-16   7.0697331e-16
       1133.7618   6.6437871e-16   6.6013636e-16
       1133.7918   5.4311965e-16   6.3928246e-16
       1133.8218   5.8595405e-16   6.4545469e-16
       1133.8518   5.7867279e-16   6.3959914e-16
       1133.8818   8.3115562e-16   6.9135389e-16
       1133.9118   7.5284960e-16   6.7242689e-16
       1133.9418   8.7955880e-17   5.2544662e-16
       1133.9718   8.1165563e-16   6.8584835e-16
       1134.0018   5.0782251e-16   6.3009918e-16
       1134.0318   4.5024514e-16   6.1159342e-16
       1134.0618   3.0798993e-16   5.8201519e-16
       1134.0918   3.2517634e-16   5.8417400e-16
